NM,length,ratio,assembly
1536,147273,0.0104296103155365,CHM1
2492,666671,0.0037379757031579296,CHM1
1089,575366,0.0018927082935036102,CHM1
139,76392,0.0018195622578280398,CHM1
87,28412,0.0030620864423483,CHM1
40,21803,0.0018346099160666,CHM1
196,18242,0.0107444359171144,CHM1
1607,1222605,0.0013144065335901599,CHM1
4390,3211717,0.0013668701196276,CHM1
5252,3257615,0.00161222243880876,CHM1
5937,1582077,0.0037526618489492,CHM1
580,208586,0.0027806276547802803,CHM1
693,68070,0.0101806963420009,CHM1
3019,2222743,0.00135823169840148,CHM1
89,51784,0.00171867758380967,CHM1
326,127349,0.00255989446324667,CHM1
295,172186,0.00171326356382052,CHM1
24,25920,0.000925925925925926,CHM1
1216,676015,0.00179877665436418,CHM1
85034,2394938,0.0355057208161547,CHM1
262,35003,0.0074850727080536,CHM1
771,84366,0.00913875257805277,CHM1
99,13070,0.00757459831675593,CHM1
1034,467053,0.00221388150809437,CHM1
1093,2257884,0.00048408155600553396,CHM1
1678,1291989,0.00129877266756915,CHM1
1387,868178,0.00159759864912495,CHM1
6853,3140859,0.0021818871843658104,CHM1
239,14444,0.0165466629742454,CHM1
1073,1605233,0.0006684387873909889,CHM1
3856,794882,0.00485103449317006,CHM1
375,47146,0.00795401518686633,CHM1
3610,2315851,0.00155882222129144,CHM1
205,102220,0.00200547837996478,CHM1
156,25772,0.006053080862952039,CHM1
2834,2720454,0.0010417378863969,CHM1
309,116647,0.0026490179773161803,CHM1
1112,497545,0.0022349737209699603,CHM1
1165,75942,0.0153406547101736,CHM1
2308,1222482,0.00188796235854597,CHM1
622,272047,0.00228636963465872,CHM1
3442,1308575,0.00263034216609671,CHM1
9699,1391793,0.00696870870883817,CHM1
817,241895,0.0033774985014159,CHM1
91,137089,0.000663802347380169,CHM1
712,442361,0.0016095451452546698,CHM1
424,375190,0.00113009408566326,CHM1
781,752452,0.00103793996161881,CHM1
1135,26635,0.0426131030598836,CHM1
53,6024,0.00879814077025232,CHM1
53,6025,0.00879668049792531,CHM1
51,6024,0.00846613545816733,CHM1
1772,48748,0.0363502092393534,CHM1
1791,55727,0.0321388196027061,CHM1
2430,36468,0.0666337611056269,CHM1
804,5867,0.1370376683143,CHM1
771,4425,0.174237288135593,CHM1
870,4356,0.19972451790633605,CHM1
820,6245,0.131305044035228,CHM1
821,6243,0.131507288162742,CHM1
820,6245,0.131305044035228,CHM1
745,6136,0.12141460234680601,CHM1
1002,17399,0.0575895166388873,CHM1
2158,70106,0.0307819587481813,CHM1
348,39432,0.00882531953743153,CHM1
2209,88355,0.0250014147473261,CHM1
1131,37574,0.0301006014797466,CHM1
1635,17835,0.0916736753574432,CHM1
275,9763,0.0281675714432039,CHM1
452,9767,0.0462782840176103,CHM1
1236,14863,0.0831595236493305,CHM1
323,9722,0.0332236165398066,CHM1
311,9723,0.0319860125475676,CHM1
349,9706,0.0359571399134556,CHM1
374,9844,0.0379926859000406,CHM1
1419,14639,0.0969328506045495,CHM1
468,9762,0.047940995697602996,CHM1
483,9736,0.0496096959737058,CHM1
496,9735,0.0509501797637391,CHM1
442,9748,0.0453426343865408,CHM1
1192,11754,0.101412285179513,CHM1
1021,14846,0.06877273339620099,CHM1
415,9873,0.0420338296363821,CHM1
312,9714,0.032118591723285995,CHM1
556,9882,0.0562639141874115,CHM1
597,9788,0.0609930527176134,CHM1
560,9739,0.0575007700995996,CHM1
589,9839,0.0598638072974896,CHM1
1345,14907,0.0902260682900651,CHM1
566,9625,0.0588051948051948,CHM1
340,9638,0.0352770284291347,CHM1
1017,14735,0.0690193417034272,CHM1
668,10160,0.065748031496063,CHM1
542,9743,0.0556296828492251,CHM1
1358,14869,0.0913309570246822,CHM1
584,9761,0.0598299354574326,CHM1
454,9766,0.0464878148679091,CHM1
540,9678,0.055796652200868,CHM1
307,9714,0.0316038707020795,CHM1
367,9695,0.0378545642083548,CHM1
479,9668,0.0495448903599504,CHM1
1700,15078,0.112747048680196,CHM1
543,9736,0.055772391125718995,CHM1
582,8703,0.0668734918993451,CHM1
366,5976,0.0612449799196787,CHM1
723,8789,0.0822619183069746,CHM1
231,25562,0.009036851576558959,CHM1
229,25555,0.00896106437096459,CHM1
736,13406,0.0549007906907355,CHM1
108,14474,0.007461655382064391,CHM1
54,28847,0.0018719450896107,CHM1
1081,28570,0.0378368918445922,CHM1
755,23750,0.0317894736842105,CHM1
536,22106,0.0242468108205917,CHM1
462,17252,0.0267795038256434,CHM1
36,39489,0.000911646281242878,CHM1
3187,39458,0.0807694257184855,CHM1
5659,56864,0.0995181485649972,CHM1
2073,32835,0.0631338510735496,CHM1
2097,30296,0.069217058357539,CHM1
4086,61197,0.0667679788224913,CHM1
7928,75748,0.104662829381634,CHM1
6781,69380,0.0977371000288267,CHM1
1500,23434,0.0640095587607749,CHM1
2806,44314,0.0633208466850205,CHM1
2270,40079,0.0566381396741436,CHM1
2868,41025,0.069908592321755,CHM1
3279,50695,0.064680935003452,CHM1
3919,45494,0.0861432276783752,CHM1
3118,37725,0.0826507620941021,CHM1
1342,17308,0.0775363993529004,CHM1
342,8112,0.0421597633136095,CHM1
1927,27251,0.0707130013577483,CHM1
206,5868,0.0351056578050443,CHM1
8814,103346,0.0852863197414511,CHM1
1292,16808,0.0768681580199905,CHM1
351,15155,0.0231606730451996,CHM1
911,12768,0.0713502506265664,CHM1
955,128361,0.00743995450331487,CHM1
750,36116,0.0207664193155388,CHM1
2097,62126,0.0337539838392943,CHM1
1900,51596,0.0368245600434142,CHM1
860,25804,0.0333281661757867,CHM1
37,10790,0.0034291010194624698,CHM1
1187,10478,0.113284978049246,CHM1
553,9441,0.0585743035695371,CHM1
489,6812,0.0717850851438638,CHM1
2225,43138,0.0515786545505123,CHM1
1414,70699,0.0200002828894327,CHM1
106,59336,0.0017864365646487802,CHM1
1525,24836,0.0614028023836367,CHM1
724,26989,0.0268257438215569,CHM1
819,45406,0.018037263797736,CHM1
279,68406,0.00407858959740374,CHM1
145,10146,0.0142913463433866,CHM1
299,27182,0.0109999264218968,CHM1
332,64609,0.00513860298100884,CHM1
154,11745,0.0131119625372499,CHM1
1497,57194,0.0261740742035878,CHM1
288,52179,0.00551946185246938,CHM1
2656,70976,0.0374211000901713,CHM1
393,68943,0.00570036116792133,CHM1
1784,39781,0.0448455292727684,CHM1
724,41364,0.0175031428295136,CHM1
272,5713,0.0476107124102923,CHM1
1799,10769,0.167053579719565,CHM1
302,89701,0.00336674061604664,CHM1
1107,7776,0.142361111111111,CHM1
1238,8450,0.146508875739645,CHM1
1055,6875,0.153454545454545,CHM1
478,3313,0.14428010866284302,CHM1
876,4311,0.20320111343075897,CHM1
926,4304,0.215148698884758,CHM1
777,3828,0.202978056426332,CHM1
462,2609,0.17707934074357998,CHM1
1182,19934,0.0592956757299087,CHM1
1725,33813,0.0510158814657085,CHM1
386,49571,0.0077868108369813,CHM1
1048,25081,0.0417846178382042,CHM1
283,21466,0.0131836392434548,CHM1
188,16034,0.0117250841960833,CHM1
1107,35692,0.0310153535806343,CHM1
319,25894,0.0123194562446899,CHM1
261,49587,0.00526347631435659,CHM1
2462,86026,0.0286192546439449,CHM1
1180,19455,0.0606527884862503,CHM1
512,9304,0.0550300945829751,CHM1
660,63377,0.0104138725405115,CHM1
1074,44729,0.0240112678575421,CHM1
88,6260,0.0140575079872204,CHM1
102,34575,0.00295010845986985,CHM1
107,38678,0.00276643052898288,CHM1
188,24603,0.00764134455147746,CHM1
407,100824,0.004036737284773471,CHM1
515,94669,0.00544000676039675,CHM1
83,9608,0.008638634471273941,CHM1
1038,129770,0.00799876704939508,CHM1
823,69929,0.011769080066924998,CHM1
1025,83384,0.0122925261441044,CHM1
91,37915,0.00240010549914282,CHM1
214,41510,0.0051553842447603,CHM1
257,55175,0.00465790666062528,CHM1
1139,43897,0.0259471034467048,CHM1
348,111484,0.00312152416490259,CHM1
4283,72225,0.059300796123225995,CHM1
2035,54155,0.0375773243467824,CHM1
322,15393,0.020918599363347,CHM1
1114,72492,0.015367212933841001,CHM1
719,42123,0.0170690596586188,CHM1
900,38896,0.0231386260798026,CHM1
1173,57912,0.0202548694571073,CHM1
770,37536,0.0205136402387042,CHM1
377,33542,0.0112396398545108,CHM1
259,49336,0.00524971623155505,CHM1
398,29519,0.0134828415596734,CHM1
633,50936,0.012427359824093001,CHM1
821,46516,0.017649840914953998,CHM1
1072,31575,0.033950910530483,CHM1
731,86583,0.00844276590092743,CHM1
317,57232,0.00553885937936819,CHM1
1402,49008,0.028607574273587996,CHM1
1868,24686,0.0756704204812444,CHM1
442,23487,0.0188189211052923,CHM1
595,23976,0.0248164831498165,CHM1
315,29413,0.0107095501988916,CHM1
256,23786,0.0107626334818801,CHM1
430,18454,0.0233011813157039,CHM1
1394,118097,0.0118038561521461,CHM1
301,28952,0.0103965183752418,CHM1
547,50750,0.0107783251231527,CHM1
1007,77246,0.0130362737229112,CHM1
860,33138,0.0259520791840184,CHM1
288,22662,0.0127084988085782,CHM1
183,8465,0.0216184288245718,CHM1
1138,41164,0.0276455154989797,CHM1
812,42431,0.0191369517569701,CHM1
365,17658,0.0206705176124136,CHM1
433,14099,0.0307113979714873,CHM1
146,63445,0.0023012057687761102,CHM1
998,31342,0.0318422563971667,CHM1
284,41312,0.006874515879163439,CHM1
276,33983,0.00812170791277992,CHM1
156,19832,0.007866075030254141,CHM1
70,455,0.153846153846154,CHM1
45,333,0.135135135135135,CHM1
49,55991,0.000875140647604079,CHM1
68,2462,0.0276198212835093,CHM1
61,2522,0.0241871530531324,CHM1
93,2507,0.0370961308336657,CHM1
2351,78786,0.0298403269616429,CHM1
879,17840,0.0492713004484305,CHM1
124,24688,0.00502268308489955,CHM1
2835,24823,0.11420859686581,CHM1
2625,97815,0.0268363747891428,CHM1
1181,36129,0.032688422043234,CHM1
29,70226,0.00041295246774698797,CHM1
819,12814,0.0639144685500234,CHM1
935,17943,0.0521094577272474,CHM1
1840,22457,0.0819343634501492,CHM1
849,14087,0.0602683325051466,CHM1
342,3338,0.10245656081485902,CHM1
336,3337,0.100689241833983,CHM1
342,3338,0.10245656081485902,CHM1
338,3338,0.10125823846614698,CHM1
351,3339,0.105121293800539,CHM1
355,3333,0.10651065106510699,CHM1
384,3378,0.113676731793961,CHM1
336,3337,0.100689241833983,CHM1
343,3336,0.102817745803357,CHM1
364,3338,0.10904733373277399,CHM1
360,3340,0.107784431137725,CHM1
333,3337,0.0997902307461792,CHM1
347,3337,0.10398561582259501,CHM1
339,3336,0.101618705035971,CHM1
364,3324,0.109506618531889,CHM1
401,3263,0.12289304321176801,CHM1
338,3010,0.112292358803987,CHM1
713,87400,0.0081578947368421,CHM1
587,14216,0.0412915025323579,CHM1
53,10150,0.00522167487684729,CHM1
774,9779,0.0791491972594335,CHM1
773,9777,0.0790631072926256,CHM1
802,9593,0.0836026269154592,CHM1
313,3517,0.0889963036678988,CHM1
341,3496,0.0975400457665904,CHM1
345,3455,0.0998552821997106,CHM1
330,3510,0.094017094017094,CHM1
328,3521,0.0931553535927293,CHM1
352,3509,0.100313479623824,CHM1
325,3510,0.0925925925925926,CHM1
318,3508,0.0906499429874572,CHM1
322,3515,0.0916073968705548,CHM1
352,3488,0.100917431192661,CHM1
331,3503,0.0944904367684842,CHM1
309,3526,0.0876347135564379,CHM1
753,7185,0.104801670146138,CHM1
330,3513,0.093936806148591,CHM1
337,3501,0.0962582119394459,CHM1
337,3510,0.096011396011396,CHM1
335,3509,0.0954687945283557,CHM1
326,3511,0.0928510395898604,CHM1
337,3496,0.096395881006865,CHM1
374,3506,0.10667427267541399,CHM1
308,3525,0.0873758865248227,CHM1
317,3515,0.0901849217638691,CHM1
320,3514,0.0910643141718839,CHM1
300,3519,0.0852514919011083,CHM1
348,3507,0.0992301112061591,CHM1
336,3507,0.0958083832335329,CHM1
328,3519,0.0932082978118784,CHM1
347,3500,0.0991428571428571,CHM1
326,3510,0.0928774928774929,CHM1
330,3504,0.0941780821917808,CHM1
343,3498,0.0980560320182962,CHM1
360,3480,0.103448275862069,CHM1
123,2481,0.0495767835550181,CHM1
124,2467,0.0502634779083908,CHM1
122,2471,0.0493727235936868,CHM1
179,2491,0.0718586912886391,CHM1
128,2466,0.0519059205190592,CHM1
127,2469,0.0514378290805994,CHM1
125,2471,0.0505868069607446,CHM1
122,2471,0.0493727235936868,CHM1
107,2489,0.0429891522699879,CHM1
113,2471,0.0457304734925132,CHM1
113,2471,0.0457304734925132,CHM1
114,2490,0.0457831325301205,CHM1
166,2527,0.0656905421448358,CHM1
113,2475,0.0456565656565657,CHM1
124,2486,0.0498793242156074,CHM1
114,2473,0.0460978568540235,CHM1
110,2471,0.0445163901254553,CHM1
123,2479,0.0496167809600645,CHM1
119,2481,0.0479645304312777,CHM1
121,2477,0.048849414614452996,CHM1
124,2486,0.0498793242156074,CHM1
104,2479,0.0419524001613554,CHM1
137,2479,0.0552642194433239,CHM1
124,2479,0.0500201694231545,CHM1
117,2491,0.0469690887193898,CHM1
125,2483,0.0503423278292388,CHM1
109,2475,0.04404040404040401,CHM1
113,2471,0.0457304734925132,CHM1
154,2560,0.06015625,CHM1
108,2470,0.0437246963562753,CHM1
117,2489,0.0470068300522298,CHM1
120,2480,0.0483870967741936,CHM1
128,2486,0.0514883346741754,CHM1
104,2424,0.0429042904290429,CHM1
108,2443,0.0442079410560786,CHM1
508,85402,0.00594833844640641,CHM1
4996,26085,0.191527697910677,CHM1
25,8124,0.00307730182176268,CHM1
18,17475,0.00103004291845494,CHM1
113,3953,0.0285858841386289,CHM1
937,63802,0.0146860599981192,CHM1
342,16544,0.0206721470019342,CHM1
709,47892,0.0148041426543055,CHM1
436,21433,0.0203424625577381,CHM1
2118,128045,0.0165410597836698,CHM1
138,7102,0.0194311461560124,CHM1
430,16451,0.0261382286791077,CHM1
311,23734,0.013103564506615,CHM1
906,55373,0.0163617647589981,CHM1
362,27247,0.0132858663339083,CHM1
546,31422,0.0173763605117434,CHM1
1514,51354,0.0294816372629201,CHM1
424,6966,0.0608670686190066,CHM1
570,34994,0.0162885066011316,CHM1
694,42258,0.016422925836528,CHM1
967,42144,0.0229451404707669,CHM1
812,25159,0.0322747327000278,CHM1
659,35912,0.0183504121185119,CHM1
729,31812,0.0229158807996982,CHM1
843,29732,0.0283532893851742,CHM1
868,25144,0.0345211581291759,CHM1
1144,24294,0.0470898164155759,CHM1
693,21222,0.0326547921967769,CHM1
600,29857,0.0200957899320092,CHM1
640,26599,0.024061054926877004,CHM1
638,16803,0.0379694102243647,CHM1
708,27963,0.0253191717626864,CHM1
542,16948,0.0319801746518763,CHM1
883,25775,0.0342580019398642,CHM1
497,26922,0.0184607384295372,CHM1
749,11390,0.0657594381035997,CHM1
206,6713,0.0306867272456428,CHM1
261,19461,0.0134114382611377,CHM1
236,18612,0.0126799914033957,CHM1
1135,20148,0.0563331348024618,CHM1
223,18642,0.0119622358116082,CHM1
1064,20319,0.0523647817313844,CHM1
1194,20198,0.0591147638380038,CHM1
1212,19823,0.0611410987237048,CHM1
1187,19756,0.0600830127556186,CHM1
1603,20104,0.0797353760445682,CHM1
304,15058,0.0201886040642848,CHM1
460,11420,0.0402802101576182,CHM1
849,19966,0.042522287889412,CHM1
730,19629,0.0371898721279739,CHM1
755,19546,0.0386268290187251,CHM1
793,36848,0.021520842379505002,CHM1
1170,19496,0.0600123102174805,CHM1
1067,20298,0.0525667553453542,CHM1
1777,19990,0.0888944472236118,CHM1
512,19719,0.0259648055175212,CHM1
616,19643,0.0313597719289314,CHM1
995,23581,0.0421949874899283,CHM1
537,19713,0.0272409070156749,CHM1
1166,19992,0.0583233293317327,CHM1
993,18517,0.0536263973645839,CHM1
1379,19324,0.0713620368453736,CHM1
1367,19748,0.069222199716427,CHM1
816,19655,0.0415161536504706,CHM1
1177,19669,0.0598403579236362,CHM1
605,19395,0.0311936065996391,CHM1
1141,19221,0.0593621559752354,CHM1
494,13715,0.0360189573459716,CHM1
484,10114,0.0478544591655132,CHM1
388,12399,0.031292846197273995,CHM1
1012,15827,0.0639413660200922,CHM1
459,12414,0.0369743837602707,CHM1
322,11936,0.0269772117962467,CHM1
781,31606,0.0247104980067076,CHM1
958,33475,0.0286183719193428,CHM1
603,12021,0.0501622161217869,CHM1
1048,29434,0.0356050825575865,CHM1
676,27739,0.024370020548686,CHM1
420,20945,0.0200525185008355,CHM1
212,27509,0.0077065687593151294,CHM1
1387,14471,0.0958468661460853,CHM1
217,12816,0.0169319600499376,CHM1
609,14659,0.0415444436864725,CHM1
329,143790,0.00228805897489394,CHM1
3803,43775,0.0868760708166762,CHM1
159,8279,0.0192052180215002,CHM1
194,7745,0.0250484183344093,CHM1
191,6669,0.0286399760083971,CHM1
242,6356,0.0380742605412209,CHM1
63,3452,0.0182502896871379,CHM1
704,9297,0.0757233516188018,CHM1
196,9427,0.0207913440118808,CHM1
1509,43440,0.0347375690607735,CHM1
2405,40009,0.0601114749181434,CHM1
2018,29992,0.0672846092291278,CHM1
76,3125,0.024319999999999998,CHM1
470,7331,0.0641113081435002,CHM1
638,19953,0.0319751415827194,CHM1
517,94566,0.00546708119197175,CHM1
238,33704,0.007061476382625209,CHM1
1162,42709,0.0272073801774802,CHM1
192,42247,0.0045447013989159,CHM1
148,57369,0.00257979047917865,CHM1
362,10195,0.0355076017655714,CHM1
492,10364,0.0474720185256658,CHM1
535,16848,0.0317545109211776,CHM1
913,40242,0.0226877391779733,CHM1
179,24061,0.0074394247953119205,CHM1
154,24052,0.00640279394644936,CHM1
550,35940,0.0153032832498609,CHM1
91,38946,0.00233656858213937,CHM1
121,48098,0.0025156971183833,CHM1
1667,21800,0.0764678899082569,CHM1
2170,19769,0.109767818301381,CHM1
207,38179,0.0054218287540270796,CHM1
412,31247,0.0131852657855154,CHM1
437,65722,0.00664921943945711,CHM1
206,26750,0.00770093457943925,CHM1
473,42660,0.0110876699484294,CHM1
201,45437,0.00442370755111473,CHM1
81,27607,0.0029340384685043698,CHM1
81,26668,0.00303734813259337,CHM1
217,47986,0.00452215229441921,CHM1
497,90186,0.0055108331670104,CHM1
469,26897,0.0174368888723649,CHM1
266,20863,0.0127498442218281,CHM1
949,35446,0.0267731196749986,CHM1
687,30816,0.0222936137071651,CHM1
1989,68159,0.0291817661644097,CHM1
535,45202,0.011835759479669,CHM1
414,59622,0.00694374559726276,CHM1
414,44399,0.00932453433635893,CHM1
346,35877,0.00964406165509937,CHM1
667,28466,0.023431462095130997,CHM1
411,16616,0.024735194992777997,CHM1
266,22287,0.0119352088661552,CHM1
374,20007,0.0186934572899485,CHM1
40,3260,0.0122699386503067,CHM1
111,2118,0.0524079320113315,CHM1
120,584,0.20547945205479504,CHM1
55,421,0.130641330166271,CHM1
57,421,0.135391923990499,CHM1
72,444,0.162162162162162,CHM1
56,421,0.133016627078385,CHM1
53,366,0.144808743169399,CHM1
33,278,0.118705035971223,CHM1
669,13133,0.0509403791974416,CHM1
1532,64964,0.0235822917308048,CHM1
1116,43773,0.0254951682544034,CHM1
482,41080,0.0117332035053554,CHM1
155,20775,0.007460890493381471,CHM1
308,30923,0.0099602237816512,CHM1
880,13972,0.0629831090752935,CHM1
844,20075,0.0420423412204234,CHM1
795,13038,0.0609756097560976,CHM1
797,15846,0.050296604821406,CHM1
467,9633,0.048479186131008,CHM1
277,66985,0.00413525416137941,CHM1
241,37641,0.00640259291729763,CHM1
710,46492,0.0152714445495999,CHM1
1348,18024,0.0747891699955615,CHM1
4426,54386,0.0813812378185562,CHM1
2546,53670,0.047438047326253,CHM1
918,11829,0.0776058838447882,CHM1
919,10913,0.0842114908824338,CHM1
1767,55603,0.0317788608528317,CHM1
899,46761,0.0192254228951477,CHM1
1882,41770,0.0450562604740244,CHM1
1324,30043,0.0440701660952635,CHM1
1635,68531,0.023857816170784002,CHM1
239,85723,0.00278804988159537,CHM1
875,47437,0.0184455172123026,CHM1
330,64452,0.00512008936883262,CHM1
151,51893,0.00290983369625961,CHM1
2124,43574,0.048744664249323,CHM1
8629,33176,0.26009766095973,CHM1
8860,32985,0.26860694254964396,CHM1
8274,32885,0.251604074806143,CHM1
8193,32667,0.250803563228947,CHM1
8561,32700,0.26180428134556605,CHM1
8917,33794,0.26386340770551,CHM1
8742,33082,0.26425246357535803,CHM1
8047,31876,0.252446982055465,CHM1
8813,32875,0.26807604562737597,CHM1
8938,33177,0.26940350242638,CHM1
8650,33100,0.261329305135952,CHM1
8556,33043,0.258935326695518,CHM1
8963,32988,0.271704862374197,CHM1
6554,26911,0.243543532384527,CHM1
8707,32757,0.26580578197026605,CHM1
8205,32714,0.250810050742801,CHM1
8619,33203,0.259584977261091,CHM1
8652,33280,0.25997596153846203,CHM1
8540,31949,0.26730101098625897,CHM1
8938,33177,0.26940350242638,CHM1
8787,33178,0.264844173850142,CHM1
8930,32576,0.274128192534381,CHM1
8375,31701,0.264187249613577,CHM1
8387,32955,0.254498558640571,CHM1
8800,32877,0.26766432460382605,CHM1
8783,33214,0.26443668332630804,CHM1
8068,32329,0.24955921927681,CHM1
8828,32814,0.26903151094045197,CHM1
8464,32984,0.25660926509822896,CHM1
8554,33178,0.257821447947435,CHM1
8131,30932,0.262866933919566,CHM1
8422,32834,0.256502406042517,CHM1
8515,32998,0.258045942178314,CHM1
5837,23456,0.24884890859481598,CHM1
8579,33052,0.259560692242527,CHM1
9409,32849,0.286431854850985,CHM1
8341,32834,0.254035451056831,CHM1
8936,33566,0.266221772031222,CHM1
8813,33073,0.266471139600278,CHM1
8650,32847,0.26334216214570605,CHM1
8362,33092,0.252689471775656,CHM1
8793,32712,0.268800440205429,CHM1
3560,13884,0.25641025641025605,CHM1
8461,32921,0.257009203851645,CHM1
8526,30206,0.28226180229093606,CHM1
8428,32233,0.261471163093724,CHM1
9009,32259,0.279270901143867,CHM1
8520,32101,0.265412292451949,CHM1
7590,31834,0.23842432619212198,CHM1
9693,33015,0.293593820990459,CHM1
8278,32238,0.25677771573919,CHM1
8800,32149,0.273725465799869,CHM1
8368,31809,0.263070200257789,CHM1
7474,30757,0.24300159313327105,CHM1
7625,29583,0.25774938309164,CHM1
4358,15515,0.28088946181115,CHM1
8344,31896,0.261600200652119,CHM1
8582,31641,0.271230365664802,CHM1
7973,31500,0.253111111111111,CHM1
8149,31680,0.257228535353535,CHM1
7950,30879,0.257456523851161,CHM1
8753,30400,0.287927631578947,CHM1
7489,30554,0.245107023630294,CHM1
7929,30940,0.256270200387847,CHM1
7764,30837,0.251775464539352,CHM1
4478,17632,0.25397005444646104,CHM1
8374,30442,0.27508048091452597,CHM1
7743,30537,0.253561253561254,CHM1
8008,30488,0.262660718971399,CHM1
7961,30033,0.265075084074185,CHM1
7894,29974,0.263361580036031,CHM1
6732,27929,0.241039779440725,CHM1
7661,30270,0.253088866864883,CHM1
7611,29877,0.254744452254242,CHM1
7353,28131,0.26138423802922,CHM1
8191,28055,0.291962217073605,CHM1
7424,29365,0.252817980589137,CHM1
6966,28535,0.244121254599615,CHM1
7450,27352,0.272374963439602,CHM1
6738,26795,0.251464825527151,CHM1
6382,26799,0.23814321429904103,CHM1
4742,16669,0.28448017277581106,CHM1
5594,21137,0.26465439750201103,CHM1
5531,21103,0.262095436667772,CHM1
4171,16543,0.252130810614762,CHM1
3765,13836,0.272116218560278,CHM1
601,3107,0.19343418088188,CHM1
542,3837,0.141256189731561,CHM1
967,7546,0.12814736284124,CHM1
1008,7103,0.141911868224694,CHM1
620,17499,0.0354305960340591,CHM1
313,3262,0.0959534028203556,CHM1
314,3259,0.0963485731819577,CHM1
1359,9936,0.136775362318841,CHM1
422,11426,0.0369333099947488,CHM1
51,4206,0.0121255349500713,CHM1
51,4205,0.012128418549346001,CHM1
50,4203,0.0118962645729241,CHM1
11,3754,0.00293020777836974,CHM1
253,2162,0.11702127659574499,CHM1
256,2159,0.118573413617415,CHM1
281,2142,0.13118580765639598,CHM1
0,540,0.0,CHM1
97,1678,0.0578069129916567,CHM1
106,1678,0.0631704410011919,CHM1
100,1678,0.0595947556615018,CHM1
70,1576,0.0444162436548223,CHM1
45,9578,0.00469826686155774,CHM1
217,9479,0.0228927102014981,CHM1
57,5409,0.0105379922351636,CHM1
613,3499,0.175192912260646,CHM1
610,3589,0.16996377821120098,CHM1
623,3553,0.175344779059949,CHM1
617,3590,0.171866295264624,CHM1
577,3535,0.16322489391796302,CHM1
617,3581,0.17229824071488398,CHM1
634,3554,0.17839054586381498,CHM1
615,3588,0.17140468227424696,CHM1
628,3568,0.17600896860986498,CHM1
588,3525,0.166808510638298,CHM1
629,3569,0.17623984309330298,CHM1
618,3566,0.17330342120022402,CHM1
617,3560,0.17331460674157298,CHM1
624,3575,0.17454545454545498,CHM1
625,3552,0.175957207207207,CHM1
599,3391,0.17664405780005898,CHM1
565,3299,0.171264019399818,CHM1
590,3136,0.18813775510204103,CHM1
381,2427,0.156983930778739,CHM1
390,2314,0.16853932584269699,CHM1
408,2240,0.18214285714285697,CHM1
398,2302,0.17289313640312803,CHM1
382,2433,0.157007809288944,CHM1
391,2422,0.161436829066887,CHM1
367,2423,0.151465125877012,CHM1
376,2407,0.15621105110095598,CHM1
415,2336,0.17765410958904101,CHM1
423,2266,0.18667255075022102,CHM1
371,2428,0.152800658978583,CHM1
375,2435,0.15400410677618098,CHM1
365,2419,0.150888797023563,CHM1
430,2261,0.19018133569217202,CHM1
365,2423,0.15063970284770903,CHM1
381,2412,0.157960199004975,CHM1
370,2430,0.152263374485597,CHM1
389,2069,0.18801353310778196,CHM1
381,2427,0.156983930778739,CHM1
390,2434,0.16023007395234198,CHM1
395,2423,0.16302104828724698,CHM1
377,2428,0.155271828665568,CHM1
424,2266,0.18711385701677,CHM1
392,2435,0.16098562628336802,CHM1
387,2437,0.158801805498564,CHM1
363,2409,0.150684931506849,CHM1
378,2426,0.155812036273702,CHM1
350,2192,0.159671532846715,CHM1
390,2306,0.169124024284475,CHM1
390,2437,0.160032827246615,CHM1
325,2208,0.14719202898550698,CHM1
389,2374,0.163858466722831,CHM1
393,2363,0.16631400761743498,CHM1
386,2430,0.15884773662551402,CHM1
373,2430,0.15349794238683098,CHM1
387,2422,0.159785301403799,CHM1
374,2417,0.15473727761688,CHM1
369,2433,0.151664611590629,CHM1
393,2419,0.162463828028111,CHM1
365,2428,0.150329489291598,CHM1
381,2424,0.15717821782178198,CHM1
395,2374,0.166385846672283,CHM1
398,2438,0.163248564397047,CHM1
352,2223,0.158344579397211,CHM1
382,2426,0.15746084089035503,CHM1
391,2426,0.161170651277824,CHM1
370,2395,0.154488517745303,CHM1
379,2415,0.156935817805383,CHM1
388,2417,0.160529582126603,CHM1
373,2296,0.162456445993031,CHM1
422,2266,0.186231244483672,CHM1
378,2421,0.15613382899628303,CHM1
384,2421,0.15861214374225502,CHM1
378,2431,0.155491567256273,CHM1
379,2748,0.137918486171761,CHM1
372,2419,0.15378255477470001,CHM1
366,2431,0.150555327025915,CHM1
391,2437,0.16044316782929802,CHM1
390,2433,0.16029593094944503,CHM1
386,2427,0.15904408735063902,CHM1
389,2435,0.15975359342915801,CHM1
391,2439,0.16031160311603102,CHM1
378,2421,0.15613382899628303,CHM1
393,2439,0.161131611316113,CHM1
396,2428,0.163097199341021,CHM1
356,2255,0.157871396895787,CHM1
417,2465,0.16916835699797197,CHM1
363,2429,0.14944421572663596,CHM1
387,2439,0.158671586715867,CHM1
400,2419,0.165357585779248,CHM1
361,2421,0.149111937216026,CHM1
372,2423,0.15352868345026802,CHM1
389,2437,0.159622486663931,CHM1
414,2291,0.180707114797032,CHM1
440,2261,0.194604157452455,CHM1
372,2416,0.15397350993377498,CHM1
374,2432,0.15378289473684198,CHM1
388,2438,0.15914684167350301,CHM1
395,2415,0.163561076604555,CHM1
373,2417,0.15432354158047198,CHM1
