NM,length,ratio
148,2676,0.0553064275037369
145,3345,0.0433482810164425
254,3598,0.0705947748749305
119,3349,0.0355329949238579
110,3348,0.0328554360812425
112,2265,0.0494481236203091
290,5358,0.0541246733855916
172,4723,0.0364175312301503
119,2739,0.0434465133260314
235,3639,0.0645781808189063
178,3782,0.047065044949762
186,3582,0.0519262981574539
215,4138,0.0519574673755438
336,5886,0.0570846075433231
212,2689,0.078839717367051
155,4056,0.0382149901380671
134,2874,0.046624913013222
99,2169,0.045643153526971
125,1991,0.0627825213460573
128,3369,0.0379934698723657
355,5851,0.0606733891642454
121,3259,0.0371279533599264
62,1787,0.0346950195858982
125,2784,0.0448994252873563
175,3626,0.0482625482625483
139,2981,0.0466286481046629
138,2676,0.0515695067264574
119,3072,0.0387369791666667
93,2684,0.0346497764530551
55,1320,0.0416666666666667
44,1362,0.0323054331864905
39,1202,0.0324459234608985
83,1705,0.0486803519061584
150,3208,0.0467581047381546
20,1018,0.0196463654223969
42,1290,0.0325581395348837
76,1924,0.0395010395010395
75,1266,0.0592417061611374
115,2804,0.0410128388017118
55,1141,0.0482033304119194
80,1524,0.05249343832021
176,3735,0.0471218206157965
100,2633,0.0379794910748196
48,1398,0.0343347639484979
25,896,0.0279017857142857
102,2657,0.0383891607075649
87,1870,0.046524064171123
32,1095,0.0292237442922374
193,3659,0.0527466520907352
351,3283,0.106914407554066
126,2828,0.0445544554455446
73,1792,0.0407366071428571
2558,31348,0.0816001020798775
1717,22517,0.0762534973575521
4856,57818,0.0839876854958663
794,12578,0.0631260931785658
5238,62243,0.0841540414183121
2165,28440,0.0761251758087201
1164,18057,0.0644625353048679
859,12907,0.066553033237778
510,8547,0.0596700596700597
743,12937,0.0574321712916441
910,13825,0.0658227848101266
2017,27376,0.073677673874927
1048,17562,0.0596742967771325
1451,21230,0.0683466792275082
706,12270,0.0575387123064385
519,10723,0.0484006341508906
665,11601,0.0573226445996035
680,11713,0.058055152394775
551,8825,0.0624362606232295
1798,24425,0.0736131013306039
4534,43817,0.103475819887258
3644,44910,0.0811400578935649
1644,22682,0.0724803809187902
721,9808,0.0735114192495922
1744,24561,0.0710068808273279
462,10246,0.0450907671286356
602,10624,0.056664156626506
317,5655,0.0560565870910699
676,9931,0.0680696807975028
650,9758,0.0666120106579217
691,10880,0.0635110294117647
360,6377,0.0564528775286185
571,9664,0.0590852649006623
334,7126,0.0468706146505754
518,7847,0.0660124888492418
275,4722,0.0582380347310462
214,4013,0.0533266882631448
2025,24451,0.0828186986217333
628,10032,0.0625996810207337
123,2097,0.0586552217453505
895,13448,0.0665526472337894
1322,16895,0.0782480023675644
75,1916,0.0391440501043841
61,1545,0.0394822006472492
123,2657,0.0462928114414754
214,3298,0.0648878107944209
498,8027,0.0620406129313567
1239,16260,0.0761992619926199
215,3698,0.0581395348837209
123,2235,0.0550335570469799
1993,26420,0.0754352763058289
427,8069,0.0529185772710373
121,2543,0.0475815965395203
952,12145,0.0783861671469741
