NM,length,ratio
4104,50128,0.0818704117459304
2649,34925,0.075848246241947
1951,24866,0.0784605485401753
766,11090,0.0690712353471596
1407,17545,0.0801937874038188
1765,22956,0.0768862171109949
1403,18658,0.075195626540894
3062,34519,0.0887047712853791
1408,20065,0.0701719411911288
1307,15650,0.0835143769968051
1233,16797,0.0734059653509555
986,14854,0.0663794264171267
1796,24064,0.0746343085106383
1276,17500,0.0729142857142857
1541,19431,0.0793062631876898
907,12399,0.0731510605694008
1030,14706,0.0700394396844825
926,13977,0.0662516992201474
2239,30491,0.0734315043783411
906,12456,0.0727360308285164
1590,22396,0.0709948205036614
928,14099,0.0658202709412015
1441,20086,0.0717415115005476
915,14241,0.06425110596166
1964,28537,0.0688229316326173
975,13965,0.0698174006444683
1267,17327,0.0731228718185491
833,11503,0.0724158915065635
1413,16861,0.0838028586679319
3255,41864,0.0777517676285114
2138,27310,0.0782863419992677
1478,20418,0.0723871094132628
1498,24419,0.0613456734510013
875,13295,0.0658142158706281
1095,15720,0.0696564885496183
1794,23543,0.0762009939260077
2203,26272,0.0838535322777101
841,11553,0.0727949450359214
1851,25265,0.073263407876509
1626,20420,0.0796278158667973
945,13325,0.0709193245778612
933,13142,0.0709937604626389
1580,18600,0.0849462365591398
1335,18289,0.0729946962655148
1035,14687,0.0704704841015864
1363,18378,0.0741647622156927
812,11526,0.0704494187055353
1497,21728,0.0688972754050074
1191,16513,0.0721249924302065
1603,22263,0.0720028747248798
1157,16690,0.0693229478729778
868,13408,0.0647374701670644
1222,16489,0.0741100127357632
1027,14158,0.0725384941375901
1579,14521,0.108739067557331
1405,20180,0.0696233894945491
986,13669,0.0721340258980174
1575,18266,0.0862257746633089
1361,19193,0.0709112697337571
2261,29570,0.076462631044978
1969,26852,0.0733278712945032
1793,21140,0.0848155156102176
1225,17095,0.0716583796431705
973,15704,0.0619587366276108
1462,18560,0.0787715517241379
2401,25798,0.0930692301728816
1852,15353,0.120627890314596
1206,16115,0.0748371082842073
1601,18748,0.085395775549392
1016,15013,0.0676746819423167
985,14487,0.06799199282115
1288,17192,0.0749185667752443
1025,13995,0.0732404430153626
929,15631,0.0594331776597787
1238,17229,0.0718555923152824
1061,15080,0.0703580901856764
4008,40532,0.0988848317378861
1155,16155,0.0714948932219127
1071,14685,0.0729315628192033
1005,14641,0.0686428522641896
1994,22330,0.0892969099865652
762,11871,0.0641900429618398
2044,27075,0.0754939981532779
1257,18288,0.0687335958005249
950,13288,0.0714930764599639
1078,15345,0.0702508960573477
