NM,length,ratio
854,18609,0.0458917727981084
1,321,0.00311526479750779
335,13564,0.0246977292833972
292,13529,0.021583265577648
359,13901,0.0258254801812819
337,13151,0.0256254277241274
6,107,0.0560747663551402
981,18845,0.0520562483417352
213,17545,0.0121402108862924
27,4012,0.00672981056829512
96,16788,0.00571837026447463
45,2597,0.0173276857912977
114,4181,0.0272662042573547
6,608,0.00986842105263158
4,547,0.00731261425959781
928,37402,0.0248115074060211
424,22897,0.0185177097436345
1169,45248,0.025835396039604
268,19260,0.0139148494288681
621,21807,0.0284770945109369
1030,18600,0.0553763440860215
621,55443,0.0112006926032141
542,18851,0.0287517903559493
59,8933,0.00660472405686779
22,5030,0.00437375745526839
362,13646,0.0265279202696761
23,1825,0.0126027397260274
1787,219636,0.00813618896720028
180,16753,0.0107443442965439
819,66651,0.0122878876535986
1232,202441,0.00608572374173216
2748,263131,0.0104434673223603
177,17486,0.0101223836211827
949,47690,0.0198993499685469
375,35890,0.0104485929228197
176,15430,0.0114063512637719
616,82298,0.00748499355998931
732,65029,0.0112565163234864
320,20732,0.0154350762106888
1688,10598,0.159275334968862
1278,11724,0.109007164790174
1378,7482,0.184175354183373
2144,16707,0.128329442748549
1764,10477,0.168368807864847
295,7359,0.0400869683380894
2936,20062,0.146346326388197
5903,24967,0.236432090359274
1706,13555,0.125857617115456
211,9713,0.0217234633995676
277,9653,0.0286957422562934
231,9397,0.0245823135043099
1637,17602,0.0930007953641632
954,13674,0.0697674418604651
1120,15811,0.0708367592182658
1125,15117,0.0744195276840643
539,4865,0.110791366906475
36,3833,0.0093921210540047
376,4656,0.0807560137457045
1258,11635,0.108122045552213
150,7019,0.0213705656076364
1,245,0.00408163265306122
273,4745,0.0575342465753425
148,6177,0.0239598510603853
147,5419,0.0271267761579627
435,6703,0.0648963150827988
2965,15532,0.190896214267319
1895,9481,0.199873431072672
1421,185000,0.00768108108108108
514,25465,0.0201845670528176
411,43688,0.00940761765244461
593,73419,0.00807692831555864
79,11608,0.00680565127498277
157,16255,0.00965856659489388
58,7318,0.00792566274938508
16,5473,0.00292344235337109
3684,601748,0.00612216409526912
45,16182,0.00278086763070078
9,2111,0.00426338228327807
282,19774,0.014261151006372
249,16935,0.0147032772364925
177,9112,0.0194249341527656
145,4486,0.0323227819884084
89,14807,0.00601067062875667
64,10429,0.00613673410681753
134,10482,0.012783819881702
100,10400,0.00961538461538462
287,17437,0.0164592533119229
208,17331,0.0120016156021003
96,21754,0.00441298152063988
158,22621,0.0069846602714292
167,34225,0.00487947406866326
14392,728797,0.0197476114748003
38,11123,0.00341634451137283
4439,971349,0.00456993315481871
78,14932,0.00522368068577552
3888,806371,0.00482160196733266
137,12864,0.0106498756218905
111,18291,0.00606855830736428
612,29119,0.0210172052611697
114,12704,0.0089735516372796
215,12223,0.0175897897406529
22,5218,0.00421617477960905
137,9753,0.0140469599097714
177,9708,0.0182323856613103
126,8172,0.0154185022026432
290,19638,0.0147672879111926
116,10496,0.0110518292682927
59,5434,0.0108575634891424
245,39715,0.00616895379579504
325,30270,0.0107367030062768
148,17260,0.0085747392815759
187,17235,0.010850014505367
56,7507,0.00745970427600906
184,11351,0.0162100255484098
206,19746,0.0104324926567406
198,14781,0.0133955754008524
976,93533,0.0104348197962217
345,23512,0.014673358285131
329,19064,0.0172576584137642
456,18778,0.0242837362871445
53,12565,0.00421806605650617
25933,1856767,0.0139667497321958
9,2240,0.00401785714285714
212,7061,0.0300240759099278
422,6482,0.0651033631595187
370,26542,0.0139401702961344
59,24206,0.0024374122118483
911,26221,0.034743144807597
42,9819,0.00427742132600061
138,12094,0.0114106168347941
4336,813201,0.00533201508606113
636,50763,0.012528810353998
103,15990,0.00644152595372108
4462,869588,0.00513116556346224
128,17503,0.00731303205164829
81,18067,0.00448331211601262
88,10503,0.00837855850709321
146,16097,0.00907001304590918
40,3889,0.0102854204165595
36,2136,0.0168539325842697
1632,49757,0.0327994051088289
844,27760,0.0304034582132565
403,5698,0.0707265707265707
3702,523280,0.00707460632930745
340,15475,0.0219709208400646
2998,560854,0.00534541966358446
86,11052,0.00778139703221136
